Order ID,Customer ID,Product ID,Postal Code,Order Date,Sales,Quantity,Discount,Profit
CA-2020-121755,EH-13945,TEC-AC-10003027,90049.0,2020-01-16,90.57000000000001,3,0.0,11.774100000000004
US-2019-150630,TB-21520,FUR-BO-10004834,19140.0,2019-09-17,3083.4300000000003,7,0.5,-1665.0522
US-2019-150630,TB-21520,OFF-BI-10000474,19140.0,2019-09-17,9.618000000000002,2,0.7,-7.0532
US-2019-150630,TB-21520,FUR-FU-10004848,19140.0,2019-09-17,124.20000000000002,3,0.2,15.524999999999991
US-2019-150630,TB-21520,OFF-EN-10001509,19140.0,2019-09-17,3.2640000000000002,2,0.2,1.1015999999999997
US-2019-150630,TB-21520,OFF-AR-10004042,19140.0,2019-09-17,86.304,6,0.2,9.709199999999989
US-2019-150630,TB-21520,OFF-BI-10001525,19140.0,2019-09-17,6.858000000000001,6,0.7,-5.715
US-2019-150630,TB-21520,OFF-AR-10001683,19140.0,2019-09-17,15.76,2,0.2,3.5460000000000007
CA-2021-107727,MA-17560,OFF-PA-10000249,77095.0,2021-10-19,29.472,3,0.2,9.946799999999998
CA-2020-117590,GH-14485,TEC-PH-10004977,75080.0,2020-12-08,1097.5440000000003,7,0.2,123.4736999999999
CA-2020-117590,GH-14485,FUR-FU-10003664,75080.0,2020-12-08,190.92,5,0.6,-147.96300000000002
CA-2019-117415,SN-20710,OFF-EN-10002986,77041.0,2019-12-27,113.328,9,0.2,35.415
CA-2019-117415,SN-20710,FUR-BO-10002545,77041.0,2019-12-27,532.3992,3,0.32,-46.97640000000001
CA-2019-117415,SN-20710,FUR-CH-10004218,77041.0,2019-12-27,212.058,3,0.3,-15.146999999999991
CA-2019-117415,SN-20710,TEC-PH-10000486,77041.0,2019-12-27,371.168,4,0.2,41.75639999999996
CA-2021-120999,LC-16930,TEC-PH-10004093,60540.0,2021-09-10,147.168,4,0.2,16.556399999999996
CA-2020-101343,RA-19885,OFF-ST-10003479,90049.0,2020-07-17,77.88,2,0.0,3.8939999999999912
CA-2021-139619,ES-14080,OFF-ST-10003282,32935.0,2021-09-19,95.616,2,0.2,9.56160000000001
CA-2020-118255,ON-18715,TEC-AC-10000171,55122.0,2020-03-11,45.98,2,0.0,19.7714
CA-2020-118255,ON-18715,OFF-BI-10003291,55122.0,2020-03-11,17.46,2,0.0,8.206199999999999
CA-2018-146703,PO-18865,OFF-ST-10001713,48185.0,2018-10-20,211.96,4,0.0,8.478399999999993
CA-2020-169194,LH-16900,TEC-AC-10002167,19901.0,2020-06-20,45.0,3,0.0,4.950000000000001
CA-2020-169194,LH-16900,TEC-PH-10003988,19901.0,2020-06-20,21.8,2,0.0,6.104000000000001
CA-2019-115742,DP-13000,OFF-BI-10004410,47150.0,2019-04-18,38.22,6,0.0,17.9634
CA-2019-115742,DP-13000,OFF-LA-10002762,47150.0,2019-04-18,75.17999999999999,6,0.0,35.334599999999995
CA-2019-115742,DP-13000,FUR-FU-10001706,47150.0,2019-04-18,6.16,2,0.0,2.9568
CA-2019-115742,DP-13000,FUR-CH-10003061,47150.0,2019-04-18,89.99,1,0.0,17.098099999999988
CA-2020-105816,JM-15265,OFF-FA-10000304,10024.0,2020-12-11,15.260000000000002,7,0.0,6.256600000000001
CA-2020-105816,JM-15265,TEC-PH-10002447,10024.0,2020-12-11,1029.95,5,0.0,298.6855
CA-2020-111682,TB-21055,OFF-ST-10000604,12180.0,2020-06-17,208.56,6,0.0,52.139999999999986
CA-2020-111682,TB-21055,OFF-PA-10001569,12180.0,2020-06-17,32.400000000000006,5,0.0,15.552000000000001
CA-2020-111682,TB-21055,FUR-CH-10003968,12180.0,2020-06-17,319.41,5,0.1,7.098000000000006
CA-2020-111682,TB-21055,OFF-PA-10000587,12180.0,2020-06-17,14.56,2,0.0,6.9888
CA-2020-111682,TB-21055,TEC-AC-10002167,12180.0,2020-06-17,30.0,2,0.0,3.3000000000000007
CA-2020-111682,TB-21055,OFF-BI-10001460,12180.0,2020-06-17,48.480000000000004,4,0.2,16.362
CA-2020-111682,TB-21055,OFF-AR-10001868,12180.0,2020-06-17,1.68,1,0.0,0.84
CA-2019-135545,KM-16720,TEC-AC-10004633,90004.0,2019-11-24,13.98,2,0.0,6.151200000000001
CA-2019-135545,KM-16720,OFF-BI-10001078,90004.0,2019-11-24,25.824,6,0.2,9.3612
CA-2019-135545,KM-16720,OFF-PA-10003892,90004.0,2019-11-24,146.73,3,0.0,68.9631
CA-2019-135545,KM-16720,FUR-FU-10000397,90004.0,2019-11-24,79.76,4,0.0,22.332800000000006
US-2019-164175,PS-18970,FUR-CH-10001146,60610.0,2019-04-30,213.11499999999998,5,0.3,-15.22250000000001
CA-2018-106376,BS-11590,OFF-AR-10002671,85234.0,2018-12-05,1113.0240000000001,8,0.2,111.30239999999998
CA-2018-106376,BS-11590,TEC-PH-10002726,85234.0,2018-12-05,167.96800000000002,4,0.2,62.988
CA-2020-119823,KD-16270,OFF-PA-10000482,22153.0,2020-06-04,75.88,2,0.0,35.663599999999995
CA-2020-106075,HM-14980,OFF-BI-10004654,10009.0,2020-09-18,4.616,1,0.2,1.7309999999999999
CA-2021-114440,TB-21520,OFF-PA-10004675,49201.0,2021-09-14,19.049999999999997,3,0.0,8.763
US-2019-134026,JE-15745,FUR-CH-10000513,38109.0,2019-04-26,831.9360000000001,8,0.2,-114.39120000000003
US-2019-134026,JE-15745,FUR-FU-10003708,38109.0,2019-04-26,97.04,2,0.2,1.2129999999999974
US-2019-134026,JE-15745,OFF-ST-10004123,38109.0,2019-04-26,72.784,1,0.2,-18.196
US-2021-118038,KB-16600,OFF-BI-10004182,77041.0,2021-12-09,1.2479999999999998,3,0.8,-1.9344000000000006
US-2021-118038,KB-16600,FUR-FU-10000260,77041.0,2021-12-09,9.708,3,0.6,-5.8248000000000015
US-2021-118038,KB-16600,OFF-ST-10000615,77041.0,2021-12-09,27.240000000000002,3,0.2,2.724000000000002
US-2018-147606,JE-15745,FUR-FU-10003194,77070.0,2018-11-26,19.3,5,0.6,-14.475000000000001
CA-2020-127208,SC-20770,OFF-AP-10002118,35601.0,2020-06-12,208.16,1,0.0,56.20320000000001
CA-2020-127208,SC-20770,OFF-BI-10002309,35601.0,2020-06-12,16.740000000000002,3,0.0,8.0352
CA-2018-139451,DN-13690,OFF-AR-10002053,94122.0,2018-10-12,14.9,5,0.0,4.172000000000001
CA-2018-139451,DN-13690,OFF-ST-10002370,94122.0,2018-10-12,21.39,1,0.0,6.203099999999999
CA-2019-149734,JC-16105,OFF-EN-10000927,27707.0,2019-09-03,200.98400000000004,7,0.2,62.807499999999976
US-2021-119662,CS-12400,OFF-ST-10003656,60623.0,2021-11-13,230.376,3,0.2,-48.9549
CA-2021-140088,PO-18865,FUR-CH-10000863,29203.0,2021-05-28,301.96,2,0.0,33.215599999999995
CA-2021-155558,PG-18895,TEC-AC-10001998,55901.0,2021-10-26,19.99,1,0.0,6.796599999999998
CA-2021-155558,PG-18895,OFF-LA-10000134,55901.0,2021-10-26,6.16,2,0.0,2.9568
CA-2020-159695,GM-14455,OFF-ST-10003442,77095.0,2020-04-05,158.36800000000002,7,0.2,13.857199999999999
CA-2020-109806,JS-15685,OFF-AR-10004930,90036.0,2020-09-17,20.1,3,0.0,6.632999999999998
CA-2020-109806,JS-15685,TEC-PH-10004093,90036.0,2020-09-17,73.584,2,0.2,8.278199999999998
CA-2020-109806,JS-15685,OFF-PA-10000304,90036.0,2020-09-17,6.48,1,0.0,3.1104000000000003
CA-2019-149587,KB-16315,OFF-PA-10003177,55407.0,2019-01-31,12.96,2,0.0,6.2208000000000006
CA-2019-149587,KB-16315,FUR-FU-10003799,55407.0,2019-01-31,53.34,3,0.0,16.535399999999996
CA-2019-149587,KB-16315,OFF-BI-10002852,55407.0,2019-01-31,32.96,2,0.0,16.1504
US-2021-109484,RB-19705,OFF-BI-10004738,97206.0,2021-11-06,5.682000000000001,1,0.7,-3.7880000000000003
CA-2021-161018,PN-18775,FUR-FU-10000629,10009.0,2021-11-09,96.53,7,0.0,40.5426
CA-2021-157833,KD-16345,OFF-BI-10001721,94122.0,2021-06-17,51.312,3,0.2,17.9592
CA-2020-149223,ER-13855,OFF-AP-10000358,55106.0,2020-09-06,77.88,6,0.0,22.585199999999993
CA-2020-158568,RB-19465,OFF-PA-10003256,60610.0,2020-08-29,64.624,7,0.2,22.618399999999994
CA-2020-158568,RB-19465,TEC-AC-10001767,60610.0,2020-08-29,95.97600000000001,3,0.2,-10.79730000000001
CA-2020-158568,RB-19465,OFF-BI-10002609,60610.0,2020-08-29,1.7879999999999996,3,0.8,-3.0396
CA-2020-129903,GZ-14470,OFF-PA-10004040,55901.0,2020-12-01,23.92,4,0.0,11.7208
US-2019-156867,LC-16870,TEC-AC-10001552,80013.0,2019-11-13,238.89600000000002,6,0.2,-26.875800000000012
US-2019-156867,LC-16870,FUR-FU-10004006,80013.0,2019-11-13,102.35999999999999,3,0.2,-3.8385000000000105
US-2019-156867,LC-16870,OFF-BI-10002794,80013.0,2019-11-13,36.882000000000005,3,0.7,-25.8174
CA-2021-119004,JM-15250,TEC-AC-10003499,28205.0,2021-11-23,74.11200000000001,8,0.2,17.6016
CA-2021-119004,JM-15250,TEC-PH-10002844,28205.0,2021-11-23,27.992000000000004,1,0.2,2.0993999999999993
CA-2021-119004,JM-15250,OFF-AR-10000390,28205.0,2021-11-23,3.3040000000000003,1,0.2,1.0737999999999999
CA-2019-129476,PA-19060,TEC-AC-10000844,60462.0,2019-10-15,339.96000000000004,5,0.2,67.99199999999996
CA-2021-146780,CV-12805,FUR-FU-10001934,10035.0,2021-12-25,41.96,2,0.0,10.909600000000001
CA-2020-128867,CL-12565,OFF-AR-10000380,50322.0,2020-11-03,75.96,2,0.0,22.78799999999999
CA-2020-128867,CL-12565,OFF-BI-10003981,50322.0,2020-11-03,27.240000000000002,6,0.0,13.3476
CA-2018-115259,RC-19960,OFF-FA-10000621,43229.0,2018-08-25,40.096000000000004,14,0.2,14.534799999999997
CA-2018-115259,RC-19960,OFF-EN-10002600,43229.0,2018-08-25,4.720000000000001,2,0.2,1.6519999999999997
CA-2018-115259,RC-19960,OFF-PA-10004965,43229.0,2018-08-25,23.976000000000003,3,0.2,7.492499999999999
CA-2018-115259,RC-19960,OFF-EN-10002504,43229.0,2018-08-25,130.464,6,0.2,44.0316
CA-2019-110457,DK-13090,FUR-TA-10001768,98103.0,2019-03-02,787.53,3,0.0,165.38129999999995
US-2019-136476,GG-14650,OFF-BI-10003650,37620.0,2019-04-05,157.79400000000004,1,0.7,-115.7156
CA-2020-103730,SC-20725,FUR-FU-10002157,19805.0,2020-06-12,47.04,3,0.0,18.345599999999997
CA-2020-103730,SC-20725,OFF-BI-10003910,19805.0,2020-06-12,30.84,4,0.0,13.878
CA-2020-103730,SC-20725,OFF-ST-10000777,19805.0,2020-06-12,226.56,6,0.0,63.436800000000005
CA-2020-103730,SC-20725,OFF-EN-10002500,19805.0,2020-06-12,115.02,9,0.0,51.75899999999999
CA-2020-103730,SC-20725,TEC-PH-10003875,19805.0,2020-06-12,68.04,7,0.0,19.731599999999997
US-2018-152030,AD-10180,FUR-CH-10004063,77041.0,2018-12-26,600.558,3,0.3,-8.579400000000078
US-2018-134614,PF-19165,FUR-TA-10004534,61701.0,2018-09-20,617.7,6,0.5,-407.68200000000013
US-2021-107272,TS-21610,OFF-BI-10003274,85023.0,2021-11-05,2.3880000000000003,2,0.7,-1.8308
US-2021-107272,TS-21610,OFF-ST-10002974,85023.0,2021-11-05,243.99200000000002,7,0.2,30.49899999999998
US-2020-125969,LS-16975,FUR-CH-10001146,90004.0,2020-11-06,81.424,2,0.2,-9.160199999999996
US-2020-125969,LS-16975,FUR-FU-10003773,90004.0,2020-11-06,238.56,3,0.0,26.241599999999977
US-2021-164147,DW-13585,TEC-PH-10002293,43229.0,2021-02-02,59.96999999999999,5,0.4,-11.993999999999993
US-2021-164147,DW-13585,OFF-PA-10002377,43229.0,2021-02-02,78.304,2,0.2,29.363999999999997
US-2021-164147,DW-13585,OFF-FA-10002780,43229.0,2021-02-02,21.456,9,0.2,6.973199999999998
CA-2020-145583,LC-16885,OFF-PA-10001804,95661.0,2020-10-13,20.04,3,0.0,9.6192
CA-2020-145583,LC-16885,OFF-PA-10001736,95661.0,2020-10-13,35.44,1,0.0,16.656799999999997
CA-2020-145583,LC-16885,OFF-AR-10001149,95661.0,2020-10-13,11.52,4,0.0,3.4559999999999995
CA-2020-145583,LC-16885,OFF-FA-10002988,95661.0,2020-10-13,4.02,2,0.0,1.9697999999999998
CA-2020-145583,LC-16885,OFF-BI-10004781,95661.0,2020-10-13,76.176,3,0.2,26.661599999999996
CA-2020-145583,LC-16885,OFF-SU-10001218,95661.0,2020-10-13,65.88,6,0.0,18.446400000000004
CA-2020-145583,LC-16885,FUR-FU-10001706,95661.0,2020-10-13,43.120000000000005,14,0.0,20.697599999999998
CA-2020-110366,JD-15895,FUR-FU-10004848,19140.0,2020-09-05,82.80000000000001,2,0.2,10.349999999999994
CA-2021-106180,SH-19975,OFF-AR-10000940,94122.0,2021-09-18,8.82,3,0.0,2.3814
CA-2021-106180,SH-19975,OFF-EN-10004030,94122.0,2021-09-18,10.86,3,0.0,5.1042000000000005
CA-2021-106180,SH-19975,OFF-PA-10004327,94122.0,2021-09-18,143.7,3,0.0,68.976
CA-2021-155376,SG-20080,OFF-AP-10001058,64055.0,2021-12-22,839.4300000000001,3,0.0,218.25179999999997
CA-2019-110744,HA-14920,OFF-ST-10003656,91104.0,2019-09-07,671.93,7,0.0,20.157899999999998
CA-2018-110072,MG-17680,FUR-FU-10000521,43055.0,2018-10-22,93.888,4,0.2,12.90959999999999
CA-2020-114489,JE-16165,TEC-PH-10000215,53132.0,2020-12-05,384.45000000000005,11,0.0,103.80150000000003
CA-2020-114489,JE-16165,TEC-PH-10001448,53132.0,2020-12-05,149.97,3,0.0,5.9987999999999815
CA-2020-114489,JE-16165,FUR-CH-10000454,53132.0,2020-12-05,1951.84,8,0.0,585.5519999999999
CA-2020-114489,JE-16165,OFF-BI-10002735,53132.0,2020-12-05,171.55,5,0.0,80.6285
CA-2020-158834,TW-21025,OFF-AP-10000326,85254.0,2020-03-13,157.92,5,0.2,17.76599999999999
CA-2020-158834,TW-21025,TEC-PH-10001254,85254.0,2020-03-13,203.184,2,0.2,15.23879999999999
CA-2019-124919,SP-20650,OFF-PA-10001950,95123.0,2019-05-31,58.379999999999995,7,0.0,26.270999999999994
CA-2019-124919,SP-20650,OFF-PA-10002254,95123.0,2019-05-31,105.52,4,0.0,48.539199999999994
CA-2019-124919,SP-20650,OFF-ST-10001590,95123.0,2019-05-31,80.88,6,0.0,21.028799999999997
CA-2019-118948,NK-18490,OFF-AR-10001547,98105.0,2019-05-28,6.63,3,0.0,1.7901
CA-2018-104269,DB-13060,FUR-CH-10004063,98115.0,2018-03-01,457.56800000000004,2,0.2,51.47639999999994
CA-2020-114104,NP-18670,OFF-LA-10002475,73034.0,2020-11-20,14.62,2,0.0,6.8713999999999995
CA-2020-114104,NP-18670,TEC-PH-10004536,73034.0,2020-11-20,944.9300000000001,7,0.0,236.23250000000002
CA-2020-162733,TT-21070,OFF-PA-10002751,90045.0,2020-05-11,5.98,1,0.0,2.691
CA-2019-119697,EM-13960,TEC-AC-10003657,19134.0,2019-12-28,54.38400000000001,2,0.2,1.359599999999995
CA-2020-154508,RD-19900,OFF-EN-10001990,88220.0,2020-11-16,28.4,5,0.0,13.347999999999997
CA-2020-113817,MJ-17740,OFF-BI-10004002,98115.0,2020-11-07,27.680000000000003,2,0.2,9.687999999999999
CA-2018-139892,BM-11140,OFF-AR-10004441,78207.0,2018-09-08,9.936,3,0.2,2.7324
CA-2018-139892,BM-11140,TEC-MA-10000822,78207.0,2018-09-08,8159.951999999999,8,0.4,-1359.992000000002
CA-2018-139892,BM-11140,OFF-ST-10000991,78207.0,2018-09-08,275.928,3,0.2,-58.634699999999995
CA-2018-139892,BM-11140,FUR-CH-10004287,78207.0,2018-09-08,1740.0599999999997,9,0.3,-24.858000000000175
CA-2018-139892,BM-11140,OFF-AR-10002656,78207.0,2018-09-08,32.064,6,0.2,6.813599999999997
CA-2018-139892,BM-11140,OFF-AP-10002518,78207.0,2018-09-08,177.97999999999996,5,0.8,-453.84900000000005
CA-2018-139892,BM-11140,TEC-PH-10003931,78207.0,2018-09-08,143.976,3,0.2,8.998500000000007
CA-2018-118962,CS-12130,OFF-PA-10000659,90004.0,2018-08-05,20.94,3,0.0,9.841800000000001
CA-2018-118962,CS-12130,OFF-PA-10001144,90004.0,2018-08-05,110.96,2,0.0,53.260799999999996
CA-2018-118962,CS-12130,FUR-CH-10003817,90004.0,2018-08-05,340.14400000000006,7,0.2,21.259
US-2018-100853,JB-15400,OFF-AP-10000891,60623.0,2018-09-14,52.44799999999999,2,0.8,-131.12000000000003
US-2018-100853,JB-15400,OFF-LA-10003148,60623.0,2018-09-14,20.16,4,0.2,6.551999999999999
US-2021-152366,SJ-20500,OFF-AP-10002684,77036.0,2021-04-21,97.26399999999998,4,0.8,-243.16000000000008
US-2019-101511,JE-15745,FUR-CH-10004698,43055.0,2019-11-21,396.802,7,0.3,-11.337199999999939
US-2019-101511,JE-15745,OFF-SU-10002189,43055.0,2019-11-21,15.88,5,0.2,-3.771500000000001
CA-2019-137225,JK-15640,OFF-AR-10001940,10009.0,2019-12-15,3.28,1,0.0,1.4104
CA-2018-166191,DK-13150,OFF-ST-10003455,62521.0,2018-12-05,24.816000000000003,2,0.2,1.8612000000000002
CA-2018-166191,DK-13150,TEC-AC-10004659,62521.0,2018-12-05,408.74399999999997,7,0.2,76.63949999999998
CA-2018-158274,RM-19675,TEC-PH-10003273,71203.0,2018-11-19,503.96,4,0.0,131.02960000000002
CA-2018-158274,RM-19675,TEC-PH-10004896,71203.0,2018-11-19,149.95,5,0.0,41.986000000000004
CA-2018-158274,RM-19675,TEC-AC-10002345,71203.0,2018-11-19,29.0,2,0.0,7.25
CA-2020-105018,SK-19990,OFF-BI-10001890,6824.0,2020-11-28,7.16,2,0.0,3.4368
CA-2018-123260,FM-14290,TEC-AC-10002323,90032.0,2018-08-26,176.8,8,0.0,22.98400000000001
CA-2020-157000,AM-10360,OFF-ST-10001328,75051.0,2020-07-16,37.224000000000004,3,0.2,3.7224000000000004
CA-2020-157000,AM-10360,OFF-PA-10001950,75051.0,2020-07-16,20.016000000000002,3,0.2,6.254999999999996
CA-2019-102281,MP-17470,FUR-BO-10002613,10035.0,2019-10-12,899.1360000000001,4,0.2,112.39199999999991
CA-2019-102281,MP-17470,TEC-PH-10001552,10035.0,2019-10-12,71.76,6,0.0,20.092800000000004
CA-2019-102281,MP-17470,OFF-PA-10000061,10035.0,2019-10-12,51.84,8,0.0,24.883200000000002
CA-2019-102281,MP-17470,FUR-BO-10002545,10035.0,2019-10-12,626.3520000000001,3,0.2,46.97640000000001
CA-2019-102281,MP-17470,OFF-AR-10003514,10035.0,2019-10-12,19.9,5,0.0,6.566999999999998
CA-2019-131457,MZ-17515,OFF-EN-10001509,92374.0,2019-10-31,14.280000000000001,7,0.0,6.711599999999999
CA-2018-140004,CB-12025,OFF-AR-10004685,45011.0,2018-03-21,7.408,2,0.2,1.2037999999999995
CA-2018-140004,CB-12025,OFF-AR-10004027,45011.0,2018-03-21,6.048,3,0.2,1.5876000000000006
CA-2021-107720,VM-21685,OFF-ST-10001414,7090.0,2021-11-06,46.26,3,0.0,12.0276
US-2021-124303,FH-14365,OFF-BI-10000343,19120.0,2021-07-06,2.9460000000000006,2,0.7,-2.2585999999999995
US-2021-124303,FH-14365,OFF-PA-10002749,19120.0,2021-07-06,16.056,3,0.2,5.8203000000000005
CA-2021-105074,MB-17305,OFF-PA-10002666,44312.0,2021-06-24,21.744000000000003,3,0.2,6.794999999999999
CA-2018-133690,BS-11755,FUR-TA-10004289,80219.0,2018-08-03,218.75,2,0.5,-161.875
CA-2018-133690,BS-11755,OFF-AP-10003622,80219.0,2018-08-03,2.6,1,0.2,0.29249999999999987
US-2021-116701,LC-17140,OFF-AP-10003217,75220.0,2021-12-17,66.28399999999999,2,0.8,-178.9668
CA-2021-126382,HK-14890,FUR-FU-10002960,37064.0,2021-06-03,35.168000000000006,7,0.2,9.671200000000002
CA-2021-108329,LE-16810,TEC-PH-10001918,90604.0,2021-12-09,444.76800000000003,4,0.2,44.476800000000026
CA-2021-135860,JH-15985,OFF-ST-10000642,48601.0,2021-12-01,83.92,4,0.0,5.874399999999994
CA-2021-135860,JH-15985,TEC-PH-10001700,48601.0,2021-12-01,131.98,2,0.0,35.634600000000006
CA-2021-135860,JH-15985,OFF-BI-10003274,48601.0,2021-12-01,15.92,4,0.0,7.4824
CA-2021-135860,JH-15985,OFF-FA-10000134,48601.0,2021-12-01,52.29,9,0.0,16.209899999999998
CA-2021-135860,JH-15985,OFF-ST-10001522,48601.0,2021-12-01,91.99,1,0.0,3.6795999999999935
CA-2019-101007,MS-17980,TEC-AC-10001266,75220.0,2019-02-09,20.8,2,0.2,6.499999999999999
CA-2019-146262,VW-21775,OFF-LA-10004544,44256.0,2019-01-02,23.680000000000003,2,0.2,8.879999999999999
CA-2019-146262,VW-21775,FUR-BO-10004695,44256.0,2019-01-02,452.45,5,0.5,-244.32300000000006
CA-2019-146262,VW-21775,TEC-PH-10002844,44256.0,2019-01-02,62.982,3,0.4,-14.695800000000006
CA-2019-146262,VW-21775,TEC-MA-10000864,44256.0,2019-01-02,1188.0000000000002,9,0.7,-950.4000000000001
CA-2019-146262,VW-21775,TEC-AC-10000109,44256.0,2019-01-02,89.584,2,0.2,4.479200000000006
CA-2020-130162,JH-15910,OFF-ST-10001328,90032.0,2020-10-28,93.06,6,0.0,26.056800000000003
CA-2020-130162,JH-15910,TEC-PH-10002563,90032.0,2020-10-28,302.376,3,0.2,22.678200000000018
CA-2019-169397,JB-15925,OFF-FA-10000585,43017.0,2019-12-24,5.5840000000000005,2,0.2,1.8147999999999997
CA-2019-169397,JB-15925,OFF-PA-10004000,43017.0,2019-12-24,22.704000000000004,6,0.2,8.2302
CA-2019-169397,JB-15925,OFF-BI-10002852,43017.0,2019-12-24,19.776000000000003,4,0.7,-13.843199999999996
CA-2019-169397,JB-15925,FUR-FU-10000087,43017.0,2019-12-24,72.704,4,0.2,19.084800000000005
CA-2019-169397,JB-15925,TEC-MA-10001148,43017.0,2019-12-24,479.98800000000006,4,0.7,-383.9904
CA-2019-169397,JB-15925,OFF-AR-10001958,43017.0,2019-12-24,27.168000000000003,2,0.2,2.7168
CA-2019-163055,DS-13180,OFF-AR-10001026,48227.0,2019-08-09,2.2,1,0.0,0.9680000000000002
CA-2019-163055,DS-13180,FUR-TA-10003748,48227.0,2019-08-09,622.4499999999999,5,0.0,136.939
CA-2019-163055,DS-13180,OFF-ST-10002485,48227.0,2019-08-09,21.98,1,0.0,0.21979999999999933
US-2019-145436,VD-21670,FUR-CH-10004860,38401.0,2019-02-28,161.568,2,0.2,-28.27440000000002
US-2019-145436,VD-21670,FUR-CH-10004477,38401.0,2019-02-28,389.696,8,0.2,43.84079999999997
US-2018-156216,EA-14035,OFF-BI-10001679,28205.0,2018-09-13,18.648000000000003,7,0.7,-12.431999999999999
US-2021-100930,CS-12400,FUR-TA-10001705,33614.0,2021-04-07,233.86,2,0.45,-102.04800000000003
US-2021-100930,CS-12400,FUR-TA-10003473,33614.0,2021-04-07,620.6145000000001,3,0.45,-248.24579999999992
US-2021-100930,CS-12400,OFF-BI-10001679,33614.0,2021-04-07,5.328000000000001,2,0.7,-3.5519999999999996
US-2021-100930,CS-12400,FUR-FU-10004017,33614.0,2021-04-07,258.072,3,0.2,0.0
US-2021-100930,CS-12400,TEC-AC-10003832,33614.0,2021-04-07,617.9760000000001,3,0.2,-7.724700000000098
CA-2021-160514,DB-13120,OFF-PA-10002479,95051.0,2021-11-12,10.56,2,0.0,4.752
CA-2020-157749,KL-16645,OFF-PA-10003349,60610.0,2020-06-04,25.920000000000005,5,0.2,9.396
CA-2020-157749,KL-16645,FUR-FU-10000576,60610.0,2020-06-04,419.68000000000006,5,0.6,-356.72799999999995
CA-2020-157749,KL-16645,FUR-FU-10004351,60610.0,2020-06-04,11.688,3,0.6,-4.6751999999999985
CA-2020-157749,KL-16645,TEC-PH-10000011,60610.0,2020-06-04,31.983999999999998,2,0.2,11.194399999999998
CA-2020-157749,KL-16645,FUR-TA-10002607,60610.0,2020-06-04,177.225,5,0.5,-120.51299999999998
CA-2020-157749,KL-16645,FUR-FU-10002505,60610.0,2020-06-04,4.0440000000000005,3,0.6,-2.8307999999999995
